client_id,client_nom,type_client,ville,ca_total_usd,nb_transactions,date_premiere_visite,date_derniere_visite,fidele
C00359,Client_PC_00359,Personne courante,Lubumbashi,1415.13,19,2022-08-09,2025-04-24,1
C00360,Client_PC_00360,Personne courante,Lubumbashi,1003.7,12,2022-08-10,2025-06-08,1
C00361,Client_PC_00361,Personne courante,Lubumbashi,769.63,12,2022-11-10,2025-07-14,1
C00362,Anonyme,Personne courante,Lubumbashi,15.4,1,2025-01-14,2025-01-14,0
C00362,Client_PC_00362,Personne courante,Lubumbashi,2014.9,14,2022-08-11,2025-04-10,1
C00363,Client_PC_00363,Personne courante,Lubumbashi,1283.33,18,2022-08-05,2025-05-01,1
C00364,Client_PC_00364,Personne courante,Lubumbashi,1544.3000000000002,16,2022-08-12,2025-07-30,1
C00365,Client_PC_00365,Personne courante,Lubumbashi,1091.91,19,2022-08-04,2025-02-12,1
C00366,Anonyme,Personne courante,Lubumbashi,64.4,3,2023-03-22,2025-06-27,1
C00366,Client_PC_00366,Personne courante,Lubumbashi,602.72,14,2022-08-19,2025-07-14,1
C00367,Client_PC_00367,Personne courante,Lubumbashi,2116.48,9,2022-09-24,2025-03-31,1
C00368,Client_PC_00368,Personne courante,Lubumbashi,1463.56,13,2022-08-23,2024-03-31,1
C00369,Anonyme,Personne courante,Kolwezi,9.8,1,2022-12-18,2022-12-18,0
C00369,Client_PC_00369,Personne courante,Lubumbashi,936.4,11,2022-09-08,2025-03-06,1
C00370,Anonyme,Personne courante,Lubumbashi,5.4,1,2023-05-03,2023-05-03,0
C00370,Client_PC_00370,Personne courante,Lubumbashi,1142.1000000000001,13,2023-01-27,2025-05-17,1
C00371,Client_PC_00371,Personne courante,Lubumbashi,210.3,11,2023-01-05,2024-10-28,1
C00372,Client_PC_00372,Personne courante,Lubumbashi,1388.02,18,2022-08-23,2025-07-24,1
C00373,Anonyme,Personne courante,Likasi,16.62,2,2023-08-10,2025-01-20,0
C00373,Client_PC_00373,Personne courante,Lubumbashi,1107.25,13,2022-08-02,2025-01-30,1
C00374,Client_PC_00374,Personne courante,Lubumbashi,673.48,9,2023-04-29,2025-07-23,1
C00375,Client_PC_00375,Personne courante,Lubumbashi,713.12,12,2022-08-10,2025-06-07,1
C00376,Anonyme,Personne courante,Lubumbashi,170.1,2,2024-11-05,2025-07-07,0
C00376,Client_PC_00376,Personne courante,Lubumbashi,2146.25,19,2022-12-13,2025-02-12,1
C00377,Client_PC_00377,Personne courante,Lubumbashi,856.1,13,2022-11-09,2025-05-08,1
C00378,Client_PC_00378,Personne courante,Lubumbashi,661.52,12,2022-08-24,2025-01-29,1
C00379,Client_PC_00379,Personne courante,Lubumbashi,2565.31,17,2022-08-26,2025-06-25,1
C00380,Client_PC_00380,Personne courante,Lubumbashi,1602.05,15,2022-08-24,2025-06-17,1
C00381,Anonyme,Personne courante,Lubumbashi,426.8,2,2023-09-21,2025-06-07,0
C00381,Client_PC_00381,Personne courante,Lubumbashi,1722.7,14,2022-09-24,2025-07-17,1
C00382,Anonyme,Personne courante,Lubumbashi,109.25,1,2025-07-16,2025-07-16,0
C00382,Client_PC_00382,Personne courante,Lubumbashi,953.8,19,2022-09-05,2025-07-17,1
C00383,Anonyme,Personne courante,Lubumbashi,9.8,1,2025-04-02,2025-04-02,0
C00383,Client_PC_00383,Personne courante,Lubumbashi,3073.0,18,2022-08-03,2025-05-07,1
C00384,Anonyme,Personne courante,Kolwezi,15.4,1,2023-03-23,2023-03-23,0
C00384,Client_PC_00384,Personne courante,Lubumbashi,925.4499999999999,10,2023-01-18,2025-07-05,1
C00385,Anonyme,Personne courante,Lubumbashi,78.3,1,2023-01-04,2023-01-04,0
C00385,Client_PC_00385,Personne courante,Lubumbashi,1734.56,12,2022-08-16,2025-07-04,1
C00386,Client_PC_00386,Personne courante,Lubumbashi,1411.42,22,2022-08-29,2025-06-26,1
C00387,Anonyme,Personne courante,Lubumbashi,133.0,1,2022-08-01,2022-08-01,0
C00387,Client_PC_00387,Personne courante,Lubumbashi,1722.54,25,2022-08-15,2025-07-03,1
C00388,Anonyme,Personne courante,Lubumbashi,8.4,1,2023-08-27,2023-08-27,0
C00388,Client_PC_00388,Personne courante,Lubumbashi,594.57,10,2022-09-13,2024-12-31,1
C00389,Anonyme,Personne courante,Lubumbashi,54.0,1,2024-06-14,2024-06-14,0
C00389,Client_PC_00389,Personne courante,Lubumbashi,407.7,6,2023-05-19,2025-03-20,1
C00390,Anonyme,Personne courante,Lubumbashi,18.0,1,2024-03-16,2024-03-16,0
C00390,Client_PC_00390,Personne courante,Lubumbashi,1241.9,15,2022-09-05,2025-07-18,1
C00391,Anonyme,Personne courante,Lubumbashi,40.4,3,2024-01-18,2025-05-10,1
C00391,Client_PC_00391,Personne courante,Lubumbashi,504.17,11,2022-08-10,2025-01-24,1
C00392,Anonyme,Personne courante,Lubumbashi,78.0,1,2022-08-07,2022-08-07,0
C00392,Client_PC_00392,Personne courante,Lubumbashi,1351.2,16,2022-08-08,2025-06-18,1
C00393,Client_PC_00393,Personne courante,Lubumbashi,487.22,7,2023-10-30,2024-09-23,1
C00394,Anonyme,Personne courante,Lubumbashi,175.4,3,2022-10-19,2024-12-07,1
C00394,Client_PC_00394,Personne courante,Lubumbashi,361.0,9,2022-09-21,2025-01-15,1
C00395,Anonyme,Personne courante,Lubumbashi,364.0,1,2022-10-07,2022-10-07,0
C00395,Client_PC_00395,Personne courante,Lubumbashi,732.04,12,2022-08-17,2025-07-09,1
C00396,Anonyme,Personne courante,Kolwezi,350.0,1,2024-08-22,2024-08-22,0
C00396,Client_PC_00396,Personne courante,Lubumbashi,2050.36,15,2022-11-11,2025-07-21,1
C00397,Anonyme,Personne courante,Lubumbashi,27.0,1,2022-12-12,2022-12-12,0
C00397,Client_PC_00397,Personne courante,Lubumbashi,582.53,16,2022-08-08,2025-05-09,1
C00398,Client_PC_00398,Personne courante,Lubumbashi,1125.8,12,2022-08-19,2025-07-24,1
C00399,Anonyme,Personne courante,Lubumbashi,182.6,3,2024-01-10,2024-08-04,1
C00399,Client_PC_00399,Personne courante,Lubumbashi,1522.9,18,2022-08-05,2025-01-20,1
C00400,Anonyme,Personne courante,Kolwezi,16.8,1,2024-05-23,2024-05-23,0
C00400,Client_PC_00400,Personne courante,Lubumbashi,1101.78,9,2023-06-24,2025-05-22,1
C00401,Anonyme,Personne courante,Lubumbashi,3.75,1,2024-12-16,2024-12-16,0
C00401,Client_PC_00401,Personne courante,Lubumbashi,956.8199999999999,11,2022-08-17,2025-05-27,1
C00402,Client_PC_00402,Personne courante,Lubumbashi,997.96,13,2022-09-29,2025-06-17,1
C00403,Client_PC_00403,Personne courante,Lubumbashi,982.94,14,2022-09-08,2025-07-24,1
C00404,Anonyme,Personne courante,Lubumbashi,41.6,1,2024-09-30,2024-09-30,0
C00404,Client_PC_00404,Personne courante,Lubumbashi,1434.02,17,2022-09-06,2025-07-21,1
C00405,Client_PC_00405,Personne courante,Lubumbashi,1240.33,11,2022-10-12,2025-03-25,1
C00406,Anonyme,Personne courante,Lubumbashi,99.30000000000001,3,2023-12-18,2024-10-02,1
C00406,Client_PC_00406,Personne courante,Lubumbashi,1405.27,14,2022-08-17,2025-06-05,1
C00407,Anonyme,Personne courante,Lubumbashi,114.0,1,2023-04-28,2023-04-28,0
C00407,Client_PC_00407,Personne courante,Lubumbashi,1560.19,15,2023-03-16,2025-07-26,1
C00408,Anonyme,Personne courante,Lubumbashi,53.6,3,2024-02-29,2025-05-06,1
C00408,Client_PC_00408,Personne courante,Lubumbashi,589.0,9,2022-08-30,2024-06-09,1
C00409,Anonyme,Personne courante,Kolwezi,457.9,4,2023-01-24,2025-02-28,1
C00409,Client_PC_00409,Personne courante,Lubumbashi,2346.9,22,2022-08-01,2025-06-09,1
C00410,Client_PC_00410,Personne courante,Lubumbashi,657.62,14,2022-08-16,2025-02-18,1
C00411,Anonyme,Personne courante,Kolwezi,321.3,2,2023-10-30,2025-05-12,0
C00411,Client_PC_00411,Personne courante,Lubumbashi,936.15,12,2022-08-23,2025-06-28,1
C00412,Anonyme,Personne courante,Lubumbashi,150.6,2,2024-07-29,2025-07-08,0
C00412,Client_PC_00412,Personne courante,Lubumbashi,616.48,9,2022-08-16,2024-12-19,1
C00413,Anonyme,Personne courante,Kolwezi,6.08,1,2024-02-17,2024-02-17,0
C00413,Client_PC_00413,Personne courante,Lubumbashi,2147.6099999999997,12,2023-05-28,2025-06-06,1
C00414,Anonyme,Personne courante,Kolwezi,9.46,1,2024-06-18,2024-06-18,0
C00414,Client_PC_00414,Personne courante,Lubumbashi,2061.3,14,2022-08-25,2025-07-04,1
C00415,Client_PC_00415,Personne courante,Lubumbashi,819.86,13,2022-08-29,2025-07-14,1
C00416,Anonyme,Personne courante,Kolwezi,686.0,2,2023-09-15,2025-05-24,0
C00416,Client_PC_00416,Personne courante,Lubumbashi,988.8149999999999,15,2022-09-30,2025-06-28,1
C00417,Client_PC_00417,Personne courante,Lubumbashi,835.025,18,2022-08-26,2025-07-19,1
C00418,Client_PC_00418,Personne courante,Lubumbashi,2597.91,15,2022-11-14,2025-05-02,1
C00419,Client_PC_00419,Personne courante,Lubumbashi,1887.1599999999999,19,2022-09-15,2025-05-19,1
C00420,Client_PC_00420,Personne courante,Lubumbashi,229.31,10,2022-08-08,2025-05-12,1
C00421,Anonyme,Personne courante,Likasi,110.7,1,2023-08-03,2023-08-03,0
C00421,Client_PC_00421,Personne courante,Lubumbashi,1273.05,11,2022-08-20,2025-06-23,1
C00422,Client_PC_00422,Personne courante,Lubumbashi,1430.0,18,2022-08-06,2025-06-13,1
C00423,Client_PC_00423,Personne courante,Lubumbashi,823.23,12,2022-11-23,2025-07-16,1
C00424,Anonyme,Personne courante,Lubumbashi,78.0,2,2022-10-27,2024-07-03,0
C00424,Client_PC_00424,Personne courante,Lubumbashi,2017.25,11,2022-09-03,2023-12-19,1
C00425,Anonyme,Personne courante,Lubumbashi,112.0,1,2023-02-23,2023-02-23,0
C00425,Client_PC_00425,Personne courante,Lubumbashi,942.49,15,2022-10-20,2025-07-25,1
C00426,Client_PC_00426,Personne courante,Lubumbashi,536.6,14,2022-08-25,2025-07-17,1
C00427,Anonyme,Personne courante,Lubumbashi,1.35,1,2024-02-09,2024-02-09,0
C00427,Client_PC_00427,Personne courante,Lubumbashi,2181.2999999999997,18,2022-09-14,2025-03-14,1
C00428,Anonyme,Personne courante,Lubumbashi,36.4,1,2022-11-14,2022-11-14,0
C00428,Client_PC_00428,Personne courante,Lubumbashi,1020.68,13,2022-08-20,2025-07-08,1
C00429,Anonyme,Personne courante,Lubumbashi,13.5,1,2023-03-17,2023-03-17,0
C00429,Client_PC_00429,Personne courante,Lubumbashi,402.65000000000003,10,2022-09-03,2025-04-14,1
C00430,Client_PC_00430,Personne courante,Lubumbashi,814.55,14,2022-08-04,2025-06-29,1
C00431,Anonyme,Personne courante,Lubumbashi,23.7,2,2024-08-23,2025-03-07,0
C00431,Client_PC_00431,Personne courante,Lubumbashi,1081.25,15,2022-08-31,2025-04-07,1
C00432,Anonyme,Personne courante,Lubumbashi,33.0,1,2024-01-16,2024-01-16,0
C00432,Client_PC_00432,Personne courante,Lubumbashi,1106.73,16,2022-08-24,2025-06-07,1
C00433,Anonyme,Personne courante,Kolwezi,102.2,2,2023-08-22,2025-01-01,0
C00433,Client_PC_00433,Personne courante,Lubumbashi,733.84,13,2022-09-30,2025-06-23,1
C00434,Client_PC_00434,Personne courante,Lubumbashi,644.1700000000001,8,2023-02-02,2025-04-13,1
C00435,Client_PC_00435,Personne courante,Lubumbashi,863.3,8,2022-09-03,2025-07-22,1
C00436,Anonyme,Personne courante,Lubumbashi,1019.8,2,2022-08-20,2022-09-06,0
C00436,Client_PC_00436,Personne courante,Lubumbashi,1307.025,14,2022-08-19,2025-07-02,1
C00437,Anonyme,Personne courante,Kolwezi,143.7,2,2024-09-26,2025-06-25,0
C00437,Client_PC_00437,Personne courante,Lubumbashi,909.25,14,2022-10-01,2025-07-23,1
C00438,Anonyme,Personne courante,Lubumbashi,149.5,1,2023-08-15,2023-08-15,0
C00438,Client_PC_00438,Personne courante,Lubumbashi,2002.06,11,2022-08-11,2025-04-02,1
C00439,Anonyme,Personne courante,Lubumbashi,35.65,2,2023-04-25,2024-09-18,0
C00439,Client_PC_00439,Personne courante,Lubumbashi,1562.925,12,2022-09-23,2025-04-29,1
C00440,Client_PC_00440,Personne courante,Lubumbashi,1287.0,11,2022-11-29,2025-05-09,1
C00441,Client_PC_00441,Personne courante,Lubumbashi,1729.53,16,2022-08-06,2025-07-15,1
C00442,Client_PC_00442,Personne courante,Lubumbashi,2062.53,17,2022-08-11,2025-05-03,1
C00443,Anonyme,Personne courante,Lubumbashi,57.46,2,2023-09-06,2024-09-06,0
C00443,Client_PC_00443,Personne courante,Lubumbashi,2709.24,17,2022-08-01,2025-06-10,1
C00444,Client_PC_00444,Personne courante,Lubumbashi,1511.24,18,2022-08-03,2025-07-03,1
C00445,Client_PC_00445,Personne courante,Lubumbashi,661.7,12,2022-08-04,2025-07-31,1
C00446,Client_PC_00446,Personne courante,Lubumbashi,1277.52,13,2022-11-04,2025-03-24,1
C00447,Anonyme,Personne courante,Lubumbashi,20.25,1,2023-01-12,2023-01-12,0
C00447,Client_PC_00447,Personne courante,Lubumbashi,975.73,16,2022-08-12,2025-07-26,1
C00448,Client_PC_00448,Personne courante,Lubumbashi,1923.15,12,2022-08-05,2025-05-13,1
C00449,Anonyme,Personne courante,Lubumbashi,63.0,2,2023-06-14,2023-07-06,0
C00449,Client_PC_00449,Personne courante,Lubumbashi,2731.84,25,2022-08-04,2025-07-25,1
C00450,Anonyme,Personne courante,Lubumbashi,8.1,1,2025-06-14,2025-06-14,0
C00450,Client_PC_00450,Personne courante,Lubumbashi,412.11,13,2022-09-17,2025-06-26,1
C00451,Anonyme,Personne courante,Lubumbashi,2.7,1,2023-11-03,2023-11-03,0
C00451,Client_PC_00451,Personne courante,Lubumbashi,857.61,10,2023-01-16,2025-07-06,1
C00452,Anonyme,Personne courante,Kolwezi,31.8,2,2023-12-11,2024-01-23,0
C00452,Client_PC_00452,Personne courante,Lubumbashi,529.0,13,2022-08-23,2025-06-25,1
C00453,Anonyme,Personne courante,Lubumbashi,105.55,3,2022-08-06,2025-07-30,1
C00453,Client_PC_00453,Personne courante,Lubumbashi,1843.0,20,2022-09-13,2024-11-29,1
C00454,Anonyme,Personne courante,Lubumbashi,117.0,1,2022-09-16,2022-09-16,0
C00454,Client_PC_00454,Personne courante,Lubumbashi,636.9100000000001,7,2022-08-13,2025-01-06,1
C00455,Anonyme,Personne courante,Kolwezi,41.9,2,2022-12-10,2024-01-15,0
C00455,Client_PC_00455,Personne courante,Lubumbashi,1332.73,14,2022-08-01,2025-05-29,1
C00456,Client_PC_00456,Personne courante,Lubumbashi,1617.37,13,2022-09-08,2025-06-30,1
C00457,Client_PC_00457,Personne courante,Lubumbashi,1383.14,16,2022-08-29,2025-03-01,1
C00458,Anonyme,Personne courante,Kolwezi,4.5,1,2022-08-09,2022-08-09,0
C00458,Client_PC_00458,Personne courante,Lubumbashi,450.04,14,2022-09-12,2025-02-16,1
C00459,Client_PC_00459,Personne courante,Lubumbashi,945.13,13,2022-12-23,2025-05-16,1
C00460,Anonyme,Personne courante,Lubumbashi,24.3,1,2024-07-31,2024-07-31,0
C00460,Client_PC_00460,Personne courante,Lubumbashi,371.7,10,2022-09-03,2024-11-06,1
C00461,Anonyme,Personne courante,Lubumbashi,140.0,1,2025-07-28,2025-07-28,0
C00461,Client_PC_00461,Personne courante,Lubumbashi,520.39,14,2022-08-27,2025-02-28,1
C00462,Anonyme,Personne courante,Lubumbashi,539.5,1,2024-11-01,2024-11-01,0
C00462,Client_PC_00462,Personne courante,Lubumbashi,266.06,8,2022-11-07,2025-03-24,1
C00463,Client_PC_00463,Personne courante,Lubumbashi,2510.63,16,2022-08-11,2025-06-21,1
C00464,Client_PC_00464,Personne courante,Lubumbashi,3088.56,16,2022-08-05,2025-07-14,1
C00465,Client_PC_00465,Personne courante,Lubumbashi,2575.63,16,2022-09-17,2025-07-03,1
C00466,Client_PC_00466,Personne courante,Lubumbashi,1731.25,15,2022-08-08,2025-07-05,1
C00467,Client_PC_00467,Personne courante,Lubumbashi,1421.05,17,2022-08-08,2025-02-12,1
C00468,Anonyme,Personne courante,Lubumbashi,9.46,1,2022-09-25,2022-09-25,0
C00468,Client_PC_00468,Personne courante,Lubumbashi,456.0,11,2022-08-29,2025-06-05,1
C00469,Anonyme,Personne courante,Likasi,25.2,1,2024-09-13,2024-09-13,0
C00469,Client_PC_00469,Personne courante,Lubumbashi,1792.87,21,2022-09-06,2025-03-04,1
C00470,Client_PC_00470,Personne courante,Lubumbashi,634.3,15,2022-09-20,2025-06-02,1
C00471,Anonyme,Personne courante,Kolwezi,6.6,1,2025-07-10,2025-07-10,0
C00471,Client_PC_00471,Personne courante,Lubumbashi,578.54,9,2023-02-03,2025-06-19,1
C00472,Client_PC_00472,Personne courante,Lubumbashi,1336.8600000000001,12,2022-09-09,2025-03-06,1
C00473,Anonyme,Personne courante,Lubumbashi,15.0,1,2023-06-20,2023-06-20,0
C00473,Client_PC_00473,Personne courante,Lubumbashi,1113.29,15,2022-08-01,2025-05-20,1
C00474,Client_PC_00474,Personne courante,Lubumbashi,952.4,14,2022-08-15,2025-01-29,1
C00475,Anonyme,Personne courante,Likasi,67.5,2,2022-10-14,2023-10-12,0
C00475,Client_PC_00475,Personne courante,Lubumbashi,2120.08,17,2022-08-11,2025-07-16,1
C00476,Client_PC_00476,Personne courante,Lubumbashi,2110.7,18,2022-08-04,2025-05-22,1
C00477,Client_PC_00477,Personne courante,Lubumbashi,1998.75,12,2023-03-18,2025-05-26,1
C00478,Client_PC_00478,Personne courante,Lubumbashi,1258.66,13,2022-11-07,2025-04-30,1
C00479,Anonyme,Personne courante,Lubumbashi,10.5,1,2024-05-15,2024-05-15,0
C00479,Client_PC_00479,Personne courante,Lubumbashi,1646.6299999999999,14,2022-09-05,2024-12-17,1
C00480,Anonyme,Personne courante,Lubumbashi,12.149999999999999,2,2025-02-08,2025-05-26,0
C00480,Client_PC_00480,Personne courante,Lubumbashi,1959.8600000000001,18,2022-09-28,2025-06-29,1
C00481,Anonyme,Personne courante,Lubumbashi,26.880000000000003,2,2023-01-18,2024-06-26,0
C00481,Client_PC_00481,Personne courante,Lubumbashi,1119.845,18,2022-11-08,2025-06-03,1
C00482,Anonyme,Personne courante,Lubumbashi,42.0,1,2023-08-26,2023-08-26,0
C00482,Client_PC_00482,Personne courante,Lubumbashi,1540.175,14,2022-08-10,2025-01-13,1
C00483,Client_PC_00483,Personne courante,Kolwezi,948.925,10,2022-08-04,2025-02-02,1
C00484,Client_PC_00484,Personne courante,Lubumbashi,196.5,7,2023-01-23,2024-04-03,1
C00485,Client_PC_00485,Personne courante,Lubumbashi,1112.3,11,2023-01-23,2025-07-02,1
C00486,Anonyme,Personne courante,Lubumbashi,228.0,1,2023-12-09,2023-12-09,0
C00486,Client_PC_00486,Personne courante,Lubumbashi,1703.27,19,2022-11-03,2025-07-28,1
C00487,Client_PC_00487,Personne courante,Lubumbashi,3292.2,15,2022-09-22,2025-07-19,1
C00488,Client_PC_00488,Personne courante,Lubumbashi,1643.1399999999999,16,2022-08-03,2024-09-01,1
C00489,Client_PC_00489,Personne courante,Lubumbashi,1764.35,16,2022-09-15,2025-02-18,1
C00490,Anonyme,Personne courante,Likasi,1.22,1,2023-11-12,2023-11-12,0
C00490,Client_PC_00490,Personne courante,Lubumbashi,729.02,13,2022-09-09,2025-07-08,1
C00491,Client_PC_00491,Personne courante,Lubumbashi,1373.6599999999999,10,2022-11-04,2025-01-17,1
C00492,Client_PC_00492,Personne courante,Lubumbashi,3455.77,20,2022-09-29,2024-11-04,1
C00493,Client_PC_00493,Personne courante,Lubumbashi,1240.06,22,2022-09-11,2025-07-23,1
C00494,Anonyme,Personne courante,Lubumbashi,2.25,1,2024-04-26,2024-04-26,0
C00494,Client_PC_00494,Personne courante,Lubumbashi,1608.67,16,2022-08-17,2025-06-28,1
C00495,Anonyme,Personne courante,Kolwezi,66.0,1,2023-07-30,2023-07-30,0
C00495,Client_PC_00495,Personne courante,Lubumbashi,1483.4,12,2022-08-19,2025-05-13,1
C00496,Anonyme,Personne courante,Lubumbashi,24.3,1,2024-10-04,2024-10-04,0
C00496,Client_PC_00496,Personne courante,Kolwezi,769.25,11,2022-09-28,2024-12-14,1
C00497,Anonyme,Personne courante,Kolwezi,42.0,1,2022-09-02,2022-09-02,0
C00497,Client_PC_00497,Personne courante,Lubumbashi,866.0799999999999,13,2022-09-01,2025-02-27,1
C00498,Client_PC_00498,Personne courante,Lubumbashi,632.7,8,2022-08-06,2025-03-20,1
C00499,Anonyme,Personne courante,Kolwezi,4.73,1,2023-12-18,2023-12-18,0
C00499,Client_PC_00499,Personne courante,Lubumbashi,2037.12,15,2022-08-20,2025-06-18,1
C00500,Client_PC_00500,Personne courante,Lubumbashi,1968.515,18,2022-08-26,2025-07-19,1
C00501,Anonyme,Personne courante,Lubumbashi,27.0,1,2025-02-21,2025-02-21,0
C00501,Client_PC_00501,Personne courante,Lubumbashi,1428.425,13,2022-10-03,2024-10-29,1
C00502,Client_PC_00502,Personne courante,Lubumbashi,1678.3899999999999,15,2022-08-02,2025-03-29,1
C00503,Client_PC_00503,Personne courante,Lubumbashi,949.3100000000001,14,2022-09-05,2025-04-02,1
C00504,Client_PC_00504,Personne courante,Lubumbashi,1458.8,12,2022-08-03,2025-06-21,1
C00505,Anonyme,Personne courante,Likasi,26.880000000000003,2,2023-01-25,2024-11-12,0
C00505,Client_PC_00505,Personne courante,Lubumbashi,933.31,8,2023-02-05,2025-02-19,1
C00506,Client_PC_00506,Personne courante,Lubumbashi,2407.3,21,2022-12-19,2025-07-21,1
C00507,Client_PC_00507,Personne courante,Lubumbashi,1350.8999999999999,8,2022-08-16,2025-06-27,1
C00508,Anonyme,Personne courante,Lubumbashi,399.1,2,2023-05-21,2024-07-07,0
C00508,Client_PC_00508,Personne courante,Lubumbashi,979.5,20,2022-08-03,2025-07-23,1
C00509,Client_PC_00509,Personne courante,Lubumbashi,585.98,8,2022-08-02,2025-06-07,1
C00510,Client_PC_00510,Personne courante,Lubumbashi,1806.325,19,2022-09-13,2024-12-27,1
C00511,Anonyme,Personne courante,Lubumbashi,29.7,1,2024-11-01,2024-11-01,0
C00511,Client_PC_00511,Personne courante,Lubumbashi,1220.04,16,2022-08-02,2024-10-04,1
C00512,Anonyme,Personne courante,Kolwezi,42.0,1,2024-01-22,2024-01-22,0
C00512,Client_PC_00512,Personne courante,Lubumbashi,1059.9,9,2023-01-04,2024-12-27,1
C00513,Anonyme,Personne courante,Lubumbashi,36.0,1,2024-02-27,2024-02-27,0
C00513,Client_PC_00513,Personne courante,Lubumbashi,1918.95,19,2023-05-22,2025-04-19,1
C00514,Client_PC_00514,Personne courante,Lubumbashi,365.93,11,2022-08-31,2025-06-02,1
C00515,Client_PC_00515,Personne courante,Lubumbashi,1145.48,12,2023-06-21,2025-03-14,1
C00516,Client_PC_00516,Personne courante,Lubumbashi,688.0,11,2022-08-05,2025-02-05,1
C00517,Anonyme,Personne courante,Lubumbashi,124.52000000000001,2,2024-01-12,2025-02-26,0
C00517,Client_PC_00517,Personne courante,Lubumbashi,1340.29,12,2022-09-29,2024-12-16,1
C00518,Anonyme,Personne courante,Lubumbashi,33.0,1,2024-09-16,2024-09-16,0
C00518,Client_PC_00518,Personne courante,Lubumbashi,1273.33,16,2022-08-08,2024-11-03,1
C00519,Client_PC_00519,Personne courante,Lubumbashi,2087.5,18,2022-08-12,2025-03-19,1
C00520,Client_PC_00520,Personne courante,Lubumbashi,1324.22,11,2022-08-29,2025-03-14,1
C00521,Anonyme,Personne courante,Lubumbashi,37.5,1,2025-05-03,2025-05-03,0
C00521,Client_PC_00521,Personne courante,Lubumbashi,565.52,19,2022-09-02,2025-03-01,1
C00522,Anonyme,Personne courante,Lubumbashi,125.7,2,2023-03-28,2024-08-22,0
C00522,Client_PC_00522,Personne courante,Lubumbashi,1829.1299999999999,16,2022-08-24,2025-04-28,1
C00523,Anonyme,Personne courante,Lubumbashi,280.0,2,2024-04-22,2024-07-18,0
C00523,Client_PC_00523,Personne courante,Lubumbashi,1521.7,18,2022-08-29,2025-07-21,1
C00524,Anonyme,Personne courante,Lubumbashi,44.55,1,2023-07-31,2023-07-31,0
C00524,Client_PC_00524,Personne courante,Lubumbashi,1991.1100000000001,18,2022-08-29,2025-05-10,1
C00525,Anonyme,Personne courante,Lubumbashi,86.69999999999999,2,2023-01-29,2024-06-17,0
C00525,Client_PC_00525,Personne courante,Lubumbashi,613.95,14,2022-08-16,2025-07-26,1
C00526,Client_PC_00526,Personne courante,Lubumbashi,546.35,9,2022-08-22,2025-07-22,1
C00527,Client_PC_00527,Personne courante,Lubumbashi,1564.08,13,2022-08-05,2025-07-25,1
C00528,Client_PC_00528,Personne courante,Lubumbashi,3819.8,18,2022-10-13,2025-07-30,1
C00529,Anonyme,Personne courante,Lubumbashi,4.73,1,2022-08-06,2022-08-06,0
C00529,Client_PC_00529,Personne courante,Lubumbashi,942.61,13,2022-08-28,2025-07-26,1
C00530,Client_PC_00530,Personne courante,Lubumbashi,424.3,11,2022-10-26,2025-05-28,1
C00531,Anonyme,Personne courante,Lubumbashi,98.0,1,2025-01-14,2025-01-14,0
C00531,Client_PC_00531,Personne courante,Lubumbashi,370.57,9,2022-09-12,2025-06-06,1
C00532,Anonyme,Personne courante,Lubumbashi,75.6,1,2024-09-27,2024-09-27,0
C00532,Client_PC_00532,Personne courante,Lubumbashi,421.82,15,2022-08-20,2025-07-21,1
C00533,Anonyme,Personne courante,Likasi,94.3,1,2022-09-09,2022-09-09,0
C00533,Client_PC_00533,Personne courante,Lubumbashi,1519.3300000000002,18,2023-02-02,2025-05-23,1
C00534,Anonyme,Personne courante,Lubumbashi,23.8,1,2022-08-20,2022-08-20,0
C00534,Client_PC_00534,Personne courante,Lubumbashi,1943.43,21,2022-10-19,2025-05-16,1
C00535,Client_PC_00535,Personne courante,Lubumbashi,2114.06,18,2022-10-17,2025-07-23,1
C00536,Anonyme,Personne courante,Likasi,6.8,2,2022-10-03,2024-09-05,0
C00536,Client_PC_00536,Personne courante,Lubumbashi,837.81,21,2022-08-02,2025-07-07,1
C00537,Anonyme,Personne courante,Lubumbashi,10.5,1,2023-06-24,2023-06-24,0
C00537,Client_PC_00537,Personne courante,Lubumbashi,492.66,13,2022-09-15,2025-07-10,1
C00538,Anonyme,Personne courante,Lubumbashi,5.6,1,2025-06-10,2025-06-10,0
C00538,Client_PC_00538,Personne courante,Lubumbashi,1075.95,14,2022-08-30,2025-07-16,1
C00539,Anonyme,Personne courante,Kolwezi,54.0,1,2022-09-04,2022-09-04,0
C00539,Client_PC_00539,Personne courante,Lubumbashi,706.08,14,2022-11-24,2025-07-23,1
C00540,Client_PC_00540,Personne courante,Lubumbashi,1672.425,12,2022-10-26,2025-07-09,1
C00541,Client_PC_00541,Personne courante,Lubumbashi,333.99,10,2022-08-23,2024-11-06,1
C00542,Anonyme,Personne courante,Lubumbashi,69.0,2,2023-05-05,2024-01-14,0
C00542,Client_PC_00542,Personne courante,Lubumbashi,2599.6,17,2022-08-20,2025-03-21,1
C00543,Anonyme,Personne courante,Lubumbashi,75.0,3,2023-07-16,2025-04-26,1
C00543,Client_PC_00543,Personne courante,Lubumbashi,804.98,12,2022-08-25,2025-01-15,1
C00544,Client_PC_00544,Personne courante,Lubumbashi,3117.75,21,2022-08-25,2025-06-06,1
C00545,Client_PC_00545,Personne courante,Lubumbashi,2107.25,10,2023-03-08,2025-02-24,1
